Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
to heat a potato slice and place it in the trash can.,False,1,1,No specified Gripper,True,False
to heat a potato slice and place it on the counter.,False,1,6,No specified Gripper,False,True
to heat a potato slice and place it on the counter.,False,1,1,No specified Gripper,True,False
to heat a potato slice as well as place it in the fridge.,False,1,6,No specified Gripper,False,True
to heat a potato slice as well as place it in the fridge.,False,1,1,No specified Gripper,True,False
to heat a slice of potato and place it on the kitchen table,False,0,6,No specified Gripper,False,True
to heat a slice of potato and place it on the kitchen table,False,1,1,No specified Gripper,True,False
to heat an egg and place it inside the black bin.,True,1,6,No specified Gripper,False,True
to heat an egg and place it inside the black bin.,False,1,1,No specified Gripper,True,False
to heat slice of potato and place it in the trash can.,True,1,6,No specified Gripper,False,True
to heat slice of potato and place it in the trash can.,False,1,1,No specified Gripper,True,False
to look at the tissue in the light.,True,1,6,No specified Gripper,False,True
to look at the tissue in the light.,False,1,1,No specified Gripper,True,False
to move a blue and red lid to the living room table.,True,1,6,No specified Gripper,False,True
to move a blue and red lid to the living room table.,False,1,1,No specified Gripper,True,False
to move a book from the bed to the cabinet.,False,1,6,No specified Gripper,False,True
to move a book from the bed to the cabinet.,False,1,1,No specified Gripper,True,False
to move a bottle from the cabinet to the counter.,False,1,6,No specified Gripper,True,True
to move a bottle from the cabinet to the counter.,False,1,1,No specified Gripper,True,False
to move a card from the couch to the chair in the corner of the room.,True,1,6,No specified Gripper,False,True
to move a card from the couch to the chair in the corner of the room.,False,1,1,No specified Gripper,True,False
to move a cell phone to the night stand.,True,1,6,No specified Gripper,False,True
to move a cell phone to the night stand.,False,1,1,No specified Gripper,True,False
to move a head of lettuce from the kitchen table to the sink.,True,1,6,No specified Gripper,False,True
to move a head of lettuce from the kitchen table to the sink.,False,1,1,No specified Gripper,True,False
to move a red and a blue candle holder to the living room table.,False,1,6,No specified Gripper,False,True
to move a red and a blue candle holder to the living room table.,False,1,1,No specified Gripper,True,False
to move a sculpture to the dresser.,True,1,6,No specified Gripper,False,True
to move a sculpture to the dresser.,False,1,1,No specified Gripper,True,False
to move a tube and roll of toilet paper to the back of the toilet.,False,1,6,No specified Gripper,False,True
to move a tube and roll of toilet paper to the back of the toilet.,False,1,1,No specified Gripper,True,False
to move the keys to the couch.,False,1,6,No specified Gripper,False,True
to move the keys to the couch.,False,1,1,No specified Gripper,True,False
to move the mug from the cabinet to the microwave into another cabinet.,True,2,6,No specified Gripper,False,True
to move the mug from the cabinet to the microwave into another cabinet.,False,1,1,No specified Gripper,True,False
to move the pillows to the chair.,False,1,6,No specified Gripper,True,True
to move the pillows to the chair.,False,1,1,No specified Gripper,True,False
to move the salt from the counter to the brown shelf.,False,2,6,No specified Gripper,False,True
to move the salt from the counter to the brown shelf.,False,1,1,No specified Gripper,True,False
to move two bars of soap to the cabinet below the sink.,False,1,6,No specified Gripper,False,True
to move two bars of soap to the cabinet below the sink.,False,1,1,No specified Gripper,True,False
to move two bars of soap to the cabinet.,False,1,6,No specified Gripper,False,True
to move two bars of soap to the cabinet.,False,1,1,No specified Gripper,True,False
to move two bars of soap to the shelf.,False,1,6,No specified Gripper,True,True
to move two bars of soap to the shelf.,False,1,1,No specified Gripper,True,False
to move two bars of soap to the tub.,False,1,6,No specified Gripper,False,True
to move two bars of soap to the tub.,False,1,1,No specified Gripper,True,False
to move two books to the couch.,True,1,6,No specified Gripper,False,True
to move two books to the couch.,False,1,1,No specified Gripper,True,False
to move two books to the table at the foot of the bed.,False,1,6,No specified Gripper,True,True
to move two books to the table at the foot of the bed.,False,1,1,No specified Gripper,True,False
to move two bottles of lotion to the back of the toilet.,True,1,6,No specified Gripper,False,True
to move two bottles of lotion to the back of the toilet.,False,1,1,No specified Gripper,True,False
to move two boxes of tissues to a drawer.,False,1,6,No specified Gripper,False,True
to move two boxes of tissues to a drawer.,False,1,1,No specified Gripper,True,False
to move two card to the center of the couch.,True,1,6,No specified Gripper,False,True
to move two card to the center of the couch.,False,1,1,No specified Gripper,True,False
to move two cards from a chair to the side table.,False,1,6,No specified Gripper,False,True
to move two cards from a chair to the side table.,False,1,1,No specified Gripper,True,False
to move two cell phones to the night stand drawer.,False,1,6,No specified Gripper,False,True
to move two cell phones to the night stand drawer.,False,1,1,No specified Gripper,True,False
to move two empty rolls to the right cabinet under the sink.,False,1,6,No specified Gripper,False,True
to move two empty rolls to the right cabinet under the sink.,False,1,1,No specified Gripper,True,False
to move two loaves of bread to the fridge.,True,1,6,No specified Gripper,False,True
to move two loaves of bread to the fridge.,False,1,1,No specified Gripper,True,False
to move two media devices from the desk to the bed.,True,1,6,No specified Gripper,False,True
to move two media devices from the desk to the bed.,False,1,1,No specified Gripper,True,False
to move two media devices to the drawer of the night stands.,False,1,6,No specified Gripper,False,True
to move two media devices to the drawer of the night stands.,False,1,1,No specified Gripper,True,False
to move two newspapers to the bottom drawer of the television stand.,True,1,6,No specified Gripper,False,True
to move two newspapers to the bottom drawer of the television stand.,False,1,1,No specified Gripper,True,False
to move two pillows from the couch to the arm chair.,False,1,6,No specified Gripper,False,True
to move two pillows from the couch to the arm chair.,False,1,1,No specified Gripper,True,False
to move two rags from the counter to the shelf.,False,1,6,No specified Gripper,False,True
to move two rags from the counter to the shelf.,False,1,1,No specified Gripper,True,False
to move two remotes to the table.,False,1,6,No specified Gripper,False,True
to move two remotes to the table.,False,1,1,No specified Gripper,True,False
to move two rolls of toilet paper to the middle cabinet under the sink.,False,1,6,No specified Gripper,False,True
to move two rolls of toilet paper to the middle cabinet under the sink.,False,1,1,No specified Gripper,True,False
to move two spray bottles to the back of the toilet.,False,1,6,No specified Gripper,False,True
to move two spray bottles to the back of the toilet.,False,1,1,No specified Gripper,True,False
to move two spray bottles to the cabinet below the sink.,True,1,6,No specified Gripper,False,True
to move two spray bottles to the cabinet below the sink.,False,1,1,No specified Gripper,True,False
to move two tissue boxes to the living room table.,True,1,6,No specified Gripper,False,True
to move two tissue boxes to the living room table.,False,1,1,No specified Gripper,True,False
to move two towels to the back of the toilet.,True,1,6,No specified Gripper,False,True
to move two towels to the back of the toilet.,False,1,1,No specified Gripper,True,False
to move two watches to the coffee table.,True,1,6,No specified Gripper,False,True
to move two watches to the coffee table.,False,1,1,No specified Gripper,True,False
to move two yellow spray bottle from a dish rack to the back of the sink.,False,1,6,No specified Gripper,False,True
to move two yellow spray bottle from a dish rack to the back of the sink.,False,1,1,No specified Gripper,True,False
to pick up the remote from the couch and turn the tall floor lamp next to the couch on.,True,1,6,No specified Gripper,False,True
to pick up the remote from the couch and turn the tall floor lamp next to the couch on.,False,1,1,No specified Gripper,True,False
to place a heated cup inside a cabinet,False,1,6,No specified Gripper,False,True
to place a heated cup inside a cabinet,False,1,1,No specified Gripper,True,False
to place a knife on a pan on the white table plus cutting it into slices.,True,1,6,No specified Gripper,False,True
to place a knife on a pan on the white table plus cutting it into slices.,False,1,1,No specified Gripper,True,False
to place the toilet paper roll on the dispenser.,False,1,6,No specified Gripper,False,True
to place the toilet paper roll on the dispenser.,False,1,1,No specified Gripper,True,False
to place two bars of soap on the back of the toilet.,False,1,6,No specified Gripper,False,True
to place two bars of soap on the back of the toilet.,False,1,1,No specified Gripper,True,False
to place two candles in the drawer on the left of the sink.,True,1,6,No specified Gripper,False,True
to place two candles in the drawer on the left of the sink.,False,1,1,No specified Gripper,True,False
to place two salts in the cabinet above the right side of the microwave.,True,1,6,No specified Gripper,False,True
to place two salts in the cabinet above the right side of the microwave.,False,1,1,No specified Gripper,True,False
to place two sets of keys on the table between the beds.,True,1,6,No specified Gripper,False,True
to place two sets of keys on the table between the beds.,False,1,1,No specified Gripper,True,False
to prepare thus order some food around to put of use in the fridge.,True,2,6,No specified Gripper,False,True
to prepare thus order some food around to put of use in the fridge.,False,1,1,No specified Gripper,True,False
to put a cold plate away.,False,1,6,No specified Gripper,False,True
to put a cold plate away.,False,1,1,No specified Gripper,True,False
to put a credit card in a bowl and put the bowl on the desk.,True,1,6,No specified Gripper,False,True
to put a credit card in a bowl and put the bowl on the desk.,False,1,1,No specified Gripper,True,False
to put a cup plus fork combo on the counter to the right of the sink.,False,1,6,No specified Gripper,True,True
to put a cup plus fork combo on the counter to the right of the sink.,False,1,1,No specified Gripper,True,False
to put a fork on a plate on the counter next to the toaster.,True,1,6,No specified Gripper,False,True
to put a fork on a plate on the counter next to the toaster.,False,1,1,No specified Gripper,True,False
to put a knife and sliced lettuce on a pan as well as put the pan in the fridge.,True,1,6,No specified Gripper,False,True
to put a knife and sliced lettuce on a pan as well as put the pan in the fridge.,False,1,1,No specified Gripper,True,False
to put a knife in a pan as well as move them to the sink.,True,1,6,No specified Gripper,False,True
to put a knife in a pan as well as move them to the sink.,False,1,1,No specified Gripper,True,False
to put a knife in a vase plus move it to the black table at the end of the counter.,False,1,6,No specified Gripper,False,True
to put a knife in a vase plus move it to the black table at the end of the counter.,False,1,1,No specified Gripper,True,False
to put a knife in an orange cup and place it on the counter to the right of the microwave.,True,1,6,No specified Gripper,False,True
to put a knife in an orange cup and place it on the counter to the right of the microwave.,False,1,1,No specified Gripper,True,False
to put a knife on a plate as well as place them on the kitchen table.,True,1,6,No specified Gripper,False,True
to put a knife on a plate as well as place them on the kitchen table.,False,1,1,No specified Gripper,True,False
to put a knife plus a pan on the table.,True,1,6,No specified Gripper,False,True
to put a knife plus a pan on the table.,False,1,1,No specified Gripper,True,False
to put a pen in a bowl and put the bowl on the desk.,False,0,6,No specified Gripper,False,True
to put a pen in a bowl and put the bowl on the desk.,False,1,1,No specified Gripper,True,False
to put a pencil in a cup and place them on the counter.,False,2,6,No specified Gripper,False,True
to put a pencil in a cup and place them on the counter.,False,1,1,No specified Gripper,True,False
to put a piece of apple in the fridge to the left of the knife.,True,1,6,No specified Gripper,False,True
to put a piece of apple in the fridge to the left of the knife.,False,1,1,No specified Gripper,True,False
to put a piece of apple in the pot on the stove and set the pot on the counter to the right of the fridge.,True,1,6,No specified Gripper,False,True
to put a piece of apple in the pot on the stove and set the pot on the counter to the right of the fridge.,False,1,1,No specified Gripper,True,False
to put a roll of toilet paper and an empty roll on the back of the toilet.,True,1,6,No specified Gripper,False,True
to put a roll of toilet paper and an empty roll on the back of the toilet.,False,1,1,No specified Gripper,True,False
to put a set of keys in a box as well as move them to the red arm chair.,False,1,6,No specified Gripper,True,True
to put a set of keys in a box as well as move them to the red arm chair.,False,1,1,No specified Gripper,True,False
to put an empty box on the couch by the fireplace,True,1,6,No specified Gripper,False,True
to put an empty box on the couch by the fireplace,False,1,1,No specified Gripper,True,False
to put some keys in the drawer of the table they are on.,False,1,6,No specified Gripper,False,True
to put some keys in the drawer of the table they are on.,False,1,1,No specified Gripper,True,False
to put the keys in a box.,True,1,6,No specified Gripper,False,True
to put the keys in a box.,False,1,1,No specified Gripper,True,False
to put the knife in the drawer.,False,1,6,No specified Gripper,True,True
to put the knife in the drawer.,False,1,1,No specified Gripper,True,False
to rinse a sponge and put it down on the counter.,True,1,6,No specified Gripper,False,True
to rinse a sponge and put it down on the counter.,False,1,1,No specified Gripper,True,False
to rinse off a bar of soap and put it on the counter.,False,1,6,No specified Gripper,True,True
to rinse off a bar of soap and put it on the counter.,False,1,1,No specified Gripper,True,False
to rinse off a potato and put it down on the table.,False,1,6,No specified Gripper,True,True
to rinse off a potato and put it down on the table.,False,1,1,No specified Gripper,True,False
to rinse off a spoon and put it down on the table.,False,1,6,No specified Gripper,False,True
to rinse off a spoon and put it down on the table.,False,1,1,No specified Gripper,True,False
to rinse off an egg and place it on the table.,True,1,6,No specified Gripper,False,True
to rinse off an egg and place it on the table.,False,1,1,No specified Gripper,True,False
to see the cd in the light.,True,1,6,No specified Gripper,False,True
to see the cd in the light.,False,1,1,No specified Gripper,True,False
to see the keys in the light.,True,1,6,No specified Gripper,False,True
to see the keys in the light.,False,1,1,No specified Gripper,True,False
to take the food off of the counter and put it in  the microwave,True,1,6,No specified Gripper,False,True
to take the food off of the counter and put it in  the microwave,False,1,1,No specified Gripper,True,False
to take the glass from the microwave to put it in the sink.,False,2,6,No specified Gripper,False,True
to take the glass from the microwave to put it in the sink.,False,1,1,No specified Gripper,True,False
to take the pencil off the desk and turn on the lamp.,False,1,6,No specified Gripper,True,True
to take the pencil off the desk and turn on the lamp.,False,1,1,No specified Gripper,True,False
to turn on a lamp and pick up a pen.,False,1,6,No specified Gripper,False,True
to turn on a lamp and pick up a pen.,False,1,1,No specified Gripper,True,False
to turn on a lamp to see inside a box.,True,1,6,No specified Gripper,False,True
to turn on a lamp to see inside a box.,False,1,1,No specified Gripper,True,False
to turn on the standing lamp in the corner.,False,0,6,No specified Gripper,False,True
to turn on the standing lamp in the corner.,False,1,1,No specified Gripper,True,False
to turn the lamp on.,False,1,6,No specified Gripper,False,True
to turn the lamp on.,False,1,1,No specified Gripper,True,False
to wash a cup as well as place it back in the coffee maker.,False,1,6,No specified Gripper,True,True
to wash a cup as well as place it back in the coffee maker.,False,1,1,No specified Gripper,True,False
to wash the egg.,True,1,6,No specified Gripper,False,True
to wash the egg.,False,1,1,No specified Gripper,True,False
to wash the rag.,True,1,6,No specified Gripper,False,True
to wash the rag.,False,1,1,No specified Gripper,True,False
to wash the sink.,False,1,6,No specified Gripper,False,True
to wash the sink.,False,1,1,No specified Gripper,True,False
to wash the sponge.,True,2,6,No specified Gripper,False,True
to wash the sponge.,False,1,1,No specified Gripper,True,False
touch the top of the black device on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
touch the top of the black device on the right,False,1,1,No specified Gripper,True,False
transfer a spoonful of contents from the orange bowl to the clear jar,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer a spoonful of contents from the orange bowl to the clear jar,False,1,1,No specified Gripper,True,False
transfer a spoonful of contents from the orange bowl to the transparent jar,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer a spoonful of contents from the orange bowl to the transparent jar,False,1,1,No specified Gripper,True,False
transfer all large pipette tips from one holder to another holder for large pipette tips,False,1,6,Robot Grippers with 2 Fingers,True,True
transfer all large pipette tips from one holder to another holder for large pipette tips,False,1,1,No specified Gripper,True,False
transfer one spoon of contents from the left bowl to the right bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer one spoon of contents from the left bowl to the right bowl,False,1,1,No specified Gripper,True,False
transfer one spoon of contents to the left cup,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer one spoon of contents to the left cup,False,1,1,No specified Gripper,True,False
transfer the contents of the pan to the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer the contents of the pan to the white plate,False,1,1,No specified Gripper,True,False
transfer the contents of the paper plate to the cup using a spoon,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer the contents of the paper plate to the cup using a spoon,False,1,1,No specified Gripper,True,False
transfer the orange disc from the wooden rack to the wooden tray,False,1,7,Robot Grippers with 2 Fingers,True,True
transfer the orange disc from the wooden rack to the wooden tray,False,1,1,No specified Gripper,True,False
trash  a wet soap in the bin,False,0,6,No specified Gripper,False,True
trash  a wet soap in the bin,False,1,1,No specified Gripper,True,False
trash a heated bread slice,False,1,6,No specified Gripper,False,True
trash a heated bread slice,False,1,1,No specified Gripper,True,False
turn a lamp on while holding a baseball bat,False,1,6,No specified Gripper,False,True
turn a lamp on while holding a baseball bat,False,1,1,No specified Gripper,True,False
turn a light on with a pen in hand.,False,1,6,No specified Gripper,False,True
turn a light on with a pen in hand.,False,1,1,No specified Gripper,True,False
turn a wooden block over and push closer to the other ones,False,1,7,Robot Grippers with 2 Fingers,True,True
turn a wooden block over and push closer to the other ones,False,1,1,No specified Gripper,True,False
turn both of the tissue boxes to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
turn both of the tissue boxes to the left,False,1,1,No specified Gripper,True,False
turn off the computer,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the computer,False,1,1,No specified Gripper,True,False
turn off the first knob from the left on the stove,False,1,6,No specified Gripper,True,True
turn off the first knob from the left on the stove,False,1,1,No specified Gripper,True,False
turn off the kettle,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the kettle,False,1,1,No specified Gripper,True,False
turn off the lamp next to the red sofa while carrying a box.,False,1,6,No specified Gripper,False,True
turn off the lamp next to the red sofa while carrying a box.,False,1,1,No specified Gripper,True,False
turn off the lamp while holding the box.,False,1,6,No specified Gripper,True,True
turn off the lamp while holding the box.,False,1,1,No specified Gripper,True,False
turn off the left side of the toaster,False,1,6,No specified Gripper,True,True
turn off the left side of the toaster,False,1,1,No specified Gripper,True,False
turn off the light switch,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the light switch,False,1,1,No specified Gripper,True,False
turn off the overhead light,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the overhead light,False,1,1,No specified Gripper,True,False
turn off the switch of the light on the wall,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the switch of the light on the wall,False,1,1,No specified Gripper,True,False
turn off the switch on the kettle,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the switch on the kettle,False,1,1,No specified Gripper,True,False
turn off the third and the fifth switch,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the third and the fifth switch,False,1,1,No specified Gripper,True,False
turn off the third switch from the left on the white extension cable,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the third switch from the left on the white extension cable,False,1,1,No specified Gripper,True,False
turn off the third switch from the left then turn on the first and second right,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the third switch from the left then turn on the first and second right,False,1,1,No specified Gripper,True,False
turn off the white extension cable,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the white extension cable,False,1,1,No specified Gripper,True,False
turn off the white object,False,1,7,Robot Grippers with 2 Fingers,True,True
turn off the white object,False,1,1,No specified Gripper,True,False
turn off tv,True,2,6,No specified Gripper,False,True
turn off tv,False,1,1,No specified Gripper,True,False
"turn on a desk lamp, pick up a box of tissues",False,1,6,No specified Gripper,False,True
"turn on a desk lamp, pick up a box of tissues",False,1,1,No specified Gripper,True,False
turn on a floor lamp with remote in hand,False,0,6,No specified Gripper,False,True
turn on a floor lamp with remote in hand,False,1,1,No specified Gripper,True,False
turn on a lamp while carrying a phone,False,1,6,No specified Gripper,False,True
turn on a lamp while carrying a phone,False,1,1,No specified Gripper,True,False
turn on a lamp while carrying keys,False,1,6,No specified Gripper,False,True
turn on a lamp while carrying keys,False,1,1,No specified Gripper,True,False
turn on a lamp while holding a credit card.,False,0,6,No specified Gripper,False,True
turn on a lamp while holding a credit card.,False,1,1,No specified Gripper,True,False
turn on a lamp while holding a cushion,False,1,6,No specified Gripper,False,True
turn on a lamp while holding a cushion,False,1,1,No specified Gripper,True,False
turn on a lamp with a newspaper.,False,0,6,No specified Gripper,False,True
turn on a lamp with a newspaper.,False,1,1,No specified Gripper,True,False
turn on a lamp with a set of keys.,False,0,6,No specified Gripper,False,True
turn on a lamp with a set of keys.,False,1,1,No specified Gripper,True,False
turn on a lamp.,False,0,6,No specified Gripper,True,True
turn on a lamp.,False,1,1,No specified Gripper,True,False
turn on desk lamp with statue in hand,False,1,6,No specified Gripper,True,True
turn on desk lamp with statue in hand,False,1,1,No specified Gripper,True,False
turn on lamp on side table while holding newspaper,True,1,6,No specified Gripper,False,True
turn on lamp on side table while holding newspaper,False,1,1,No specified Gripper,True,False
turn on table lamp with pen in hand,False,0,6,No specified Gripper,True,True
turn on table lamp with pen in hand,False,1,1,No specified Gripper,True,False
turn on the appliance,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the appliance,False,1,1,No specified Gripper,True,False
turn on the bed lamp while holding the plate,False,1,6,No specified Gripper,False,True
turn on the bed lamp while holding the plate,False,1,1,No specified Gripper,True,False
turn on the corner light.,False,1,6,No specified Gripper,True,True
turn on the corner light.,False,1,1,No specified Gripper,True,False
turn on the desk lamp while holding a tennis racket.,False,0,6,No specified Gripper,False,True
turn on the desk lamp while holding a tennis racket.,False,1,1,No specified Gripper,True,False
turn on the faucet of the hand sink,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the faucet of the hand sink,False,1,1,No specified Gripper,True,False
turn on the floor lamp with a candle in hand.,False,1,6,No specified Gripper,False,True
turn on the floor lamp with a candle in hand.,False,1,1,No specified Gripper,True,False
turn on the lamp at the end of the room while holding a remote controller,False,1,6,No specified Gripper,False,True
turn on the lamp at the end of the room while holding a remote controller,False,1,1,No specified Gripper,True,False
turn on the lamp in the corner of the room while holding a box of tissues,False,1,6,No specified Gripper,False,True
turn on the lamp in the corner of the room while holding a box of tissues,False,1,1,No specified Gripper,True,False
turn on the lamp in the corner while holding the laptop.,False,0,6,No specified Gripper,False,True
turn on the lamp in the corner while holding the laptop.,False,1,1,No specified Gripper,True,False
turn on the lamp on the dresser to inspect the empty box.,False,1,6,No specified Gripper,False,True
turn on the lamp on the dresser to inspect the empty box.,False,1,1,No specified Gripper,True,False
"turn on the lamp on the night stand, grab the disc on the right",False,1,6,No specified Gripper,False,True
"turn on the lamp on the night stand, grab the disc on the right",False,1,1,No specified Gripper,True,False
turn on the lamp on the nightstand while holding a clock.,False,0,6,No specified Gripper,False,True
turn on the lamp on the nightstand while holding a clock.,False,1,1,No specified Gripper,True,False
turn on the lamp to examine the bat,False,1,6,No specified Gripper,False,True
turn on the lamp to examine the bat,False,1,1,No specified Gripper,True,False
turn on the lamp while carrying a baseball bat.,False,1,6,No specified Gripper,False,True
turn on the lamp while carrying a baseball bat.,False,1,1,No specified Gripper,True,False
turn on the lamp while carrying a box.,False,0,6,No specified Gripper,False,True
turn on the lamp while carrying a box.,False,1,1,No specified Gripper,True,False
turn on the lamp while holding the bowl.,False,0,6,No specified Gripper,False,True
turn on the lamp while holding the bowl.,False,1,1,No specified Gripper,True,False
turn on the lamp while holding the pencil.,False,1,6,No specified Gripper,True,True
turn on the lamp while holding the pencil.,False,1,1,No specified Gripper,True,False
turn on the lamp with a remote,False,1,6,No specified Gripper,False,True
turn on the lamp with a remote,False,1,1,No specified Gripper,True,False
turn on the light from the light switch,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the light from the light switch,False,1,1,No specified Gripper,True,False
turn on the light under the top cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the light under the top cabinet,False,1,1,No specified Gripper,True,False
turn on the light using the switch on the left,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the light using the switch on the left,False,1,1,No specified Gripper,True,False
turn on the living room light.,False,1,6,No specified Gripper,False,True
turn on the living room light.,False,1,1,No specified Gripper,True,False
turn on the power strip by pressing the button,False,1,6,Robot Grippers with 2 Fingers,True,True
turn on the power strip by pressing the button,False,1,1,No specified Gripper,True,False
turn on the second switch from the left on the adapter,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the second switch from the left on the adapter,False,1,1,No specified Gripper,True,False
turn on the stove,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the stove,False,1,1,No specified Gripper,True,False
turn on the switch in the middle of the adapter,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the switch in the middle of the adapter,False,1,1,No specified Gripper,True,False
turn on the switch on the coffee maker,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the switch on the coffee maker,False,1,1,No specified Gripper,True,False
turn on the table light.,False,1,6,No specified Gripper,True,True
turn on the table light.,False,1,1,No specified Gripper,True,False
turn on the tall lamp while carrying a red cushion.,False,1,6,No specified Gripper,False,True
turn on the tall lamp while carrying a red cushion.,False,1,1,No specified Gripper,True,False
turn on the water to the faucet and move it to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the water to the faucet and move it to the right,False,1,1,No specified Gripper,True,False
turn on the water to the kitchen faucet,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the water to the kitchen faucet,False,1,1,No specified Gripper,True,False
turn on the white kettle,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the white kettle,False,1,1,No specified Gripper,True,False
turn on the white object,False,1,7,Robot Grippers with 2 Fingers,True,True
turn on the white object,False,1,1,No specified Gripper,True,False
turn the black chair to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the black chair to the left,False,1,1,No specified Gripper,True,False
turn the blue object to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the blue object to the left,False,1,1,No specified Gripper,True,False
turn the book around,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the book around,False,1,1,No specified Gripper,True,False
turn the brown object on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the brown object on the table,False,1,1,No specified Gripper,True,False
turn the drying rack,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the drying rack,False,1,1,No specified Gripper,True,False
turn the fourth switch from the right to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the fourth switch from the right to the left,False,1,1,No specified Gripper,True,False
turn the knob to increase the volume of the speaker,False,1,6,Robot Grippers with 2 Fingers,True,True
turn the knob to increase the volume of the speaker,False,1,1,No specified Gripper,True,False
turn the lamp on while holding the watch.,False,1,6,No specified Gripper,False,True
turn the lamp on while holding the watch.,False,1,1,No specified Gripper,True,False
turn the light of the hood off and then back on,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the light of the hood off and then back on,False,1,1,No specified Gripper,True,False
turn the lock on the door,False,1,6,No specified Gripper,True,True
turn the lock on the door,False,1,1,No specified Gripper,True,False
turn the marker  from facing right to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the marker  from facing right to the left,False,1,1,No specified Gripper,True,False
turn the marker to the right slightly,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the marker to the right slightly,False,1,1,No specified Gripper,True,False
turn the mini oven's top knob to the left and then to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the mini oven's top knob to the left and then to the right,False,1,1,No specified Gripper,True,False
turn the mug upside down,False,1,6,No specified Gripper,True,True
turn the mug upside down,False,1,1,No specified Gripper,True,False
turn the purple cup over,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the purple cup over,False,1,1,No specified Gripper,True,False
turn the second last knob on the stove to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the second last knob on the stove to the right,False,1,1,No specified Gripper,True,False
turn the switch of the extension cord on,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the switch of the extension cord on,False,1,1,No specified Gripper,True,False
turn the top knob on the oven clockwise,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the top knob on the oven clockwise,False,1,1,No specified Gripper,True,False
turn the white pot to the side,False,1,7,Robot Grippers with 2 Fingers,True,True
turn the white pot to the side,False,1,1,No specified Gripper,True,False
twist the first foosball stick from the left,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the first foosball stick from the left,False,1,1,No specified Gripper,True,False
twist the flusk,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the flusk,False,1,1,No specified Gripper,True,False
twist the knob on the lamp,False,0,6,No specified Gripper,True,True
twist the knob on the lamp,False,1,1,No specified Gripper,True,False
twist the knob on the stove,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the knob on the stove,False,1,1,No specified Gripper,True,False
twist the lid of the bottle anticlockwise,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the lid of the bottle anticlockwise,False,1,1,No specified Gripper,True,False
twist the second last knob to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the second last knob to the right,False,1,1,No specified Gripper,True,False
twist the second last rod of the table football rod,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the second last rod of the table football rod,False,1,1,No specified Gripper,True,False
twist the stove knob on the far left to the left then twist it back to the way it was,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the stove knob on the far left to the left then twist it back to the way it was,False,1,1,No specified Gripper,True,False
twist the top off of the brown bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
twist the top off of the brown bottle,False,1,1,No specified Gripper,True,False
